metro,price,minutes,way,provider,fee_percent,rooms,total_area,sector
Belomorskaia,65000,10,1,1,50,2,54,Levoberegni
Seligerskaia,500000,14,0,1,0,4,150,Beskudnikovski
Dinamo,170000,8,1,1,0,2,65,Aeroport
Dinamo,220000,8,1,1,0,3,85,Aeroport
Aviamotornaia,190000,10,1,1,0,3,61,Lefortovo
Buninskaia Alleia,45000,20,1,0,50,2,55,Uznoe Butovo
Vodnyi stadion,100000,12,1,1,0,2,99,Golovinski
Dinamo,170000,8,1,1,0,2,67,Aeroport
Kurskaia,160000,9,1,1,0,2,82,Basmanski
TcSKA,210000,17,1,1,0,3,110,Horoshevski
Planernaia,38000,13,1,0,40,1,3,Severnoe Tushino
Otradnoe,45000,13,0,0,50,1,67,Otradnoe
TcSKA,150000,7,1,1,0,2,48,Horoshevski
Tcvetnoi bulvar,160000,6,1,1,0,2,55,Tverskoi
Salarevo,60000,8,0,0,50,1,37,Solncevo
Ozernaia,85000,11,1,0,11,4,67,Ochakovo-Matveevskoe
Krylatskoe,38000,12,1,0,50,1,8,Krylatskoe
Vodnyi stadion,50000,15,1,0,60,1,32,Golovinski
Planernaia,50000,21,1,0,50,2,42,Severnoe Tushino
Slavianskii bulvar,48000,10,1,0,50,2,5,Fili-Davidkovo
Botanicheskii sad,98000,16,1,0,45,2,60,Sviblovo
Novokuznetckaia,70000,9,1,0,50,1,32,Zamoskvoreche
Khovrino,45000,20,1,0,50,1,39,Hovrino
Bratislavskaia,55000,21,1,0,0,2,67,Maruino
Ziablikovo,65000,10,1,0,50,3,63,Zyablikovo
Fili,160000,11,1,0,50,2,61,Filevskii Park
Piatnitckoe shosse,60000,43,0,0,50,3,67,Mitino
Lefortovo,50000,3,1,0,50,2,45,Lefortovo
Narodnoe Opolchenie,85000,18,1,0,50,2,80,Horoshevo-Mnevniki
Pionerskaia,52000,7,1,1,70,2,48,Fili-Davidkovo
Altufevo,35000,6,1,1,100,1,36,Bibirevo
Narodnoe Opolchenie,45000,10,1,1,50,1,39,Horoshevo-Mnevniki
Bulvar Rokossovskogo,30000,10,0,1,100,1,6,Bogorodskoe
Zhulebino,50000,14,1,1,50,1,43,Vihino-Julebino
Kolomenskaia,38000,12,1,1,80,1,32,Nagatino-Sadovniki
Krasnye vorota,65000,10,1,1,100,1,38,Krasnoselski
Delovoi tcentr,69000,14,1,1,40,2,60,Presnenski
Tretiakovskaia,110000,7,1,1,0,2,65,Zamoskvoreche
Krylatskoe,200000,15,0,1,0,6,142,Krylatskoe
Vladykino,55000,11,1,1,50,2,55,Otradnoe
Beliaevo,45000,16,1,1,70,2,43,Konkovo
Kievskaia,220000,5,1,1,0,3,130,Dorogomilovo
Kropotkinskaia,400000,4,1,1,0,4,67,Hamovniki
Vodnyi stadion,55000,17,1,0,1,3,45,Golovinski
Novoiasenevskaia,44000,16,1,1,0,2,67,Yasenevo
Lomonosovskii prospekt,330000,18,1,1,0,4,67,Ramenki
Tverskaia,250000,9,1,1,0,3,67,Tverskoi
Smolenskaia,200000,9,1,1,0,3,67,Arbat
Lomonosovskii prospekt,180000,20,1,1,0,3,6,Ramenki
Mezhdunarodnaia,650000,6,1,1,0,3,67,Presnenski
Mezhdunarodnaia,350000,6,1,1,25,2,67,Presnenski
Mezhdunarodnaia,300000,7,1,1,0,2,67,Presnenski
Mezhdunarodnaia,530000,6,1,1,1,3,67,Presnenski
Sokol,449000,13,1,1,0,4,67,Sokol
Mezhdunarodnaia,200000,3,1,1,0,2,67,Presnenski
Arbatskaia,800000,10,1,1,0,6,67,Arbat
Mezhdunarodnaia,330000,2,1,1,0,2,67,Presnenski
Pushkinskaia,200000,7,1,1,100,3,67,Tverskoi
Park kultury,400000,6,1,1,0,4,67,Hamovniki
Chekhovskaia,500000,4,1,1,0,4,185,Tverskoi
Park kultury,2500000,8,1,1,0,4,340,Hamovniki
Belorusskaia,450000,7,1,1,0,4,132,Tverskoi
Sokol,400000,13,1,1,0,4,67,Sokol
Park kultury,2650000,9,1,1,0,6,67,Hamovniki
Mezhdunarodnaia,350000,6,1,1,0,2,67,Presnenski
Kurskaia,500000,12,1,1,0,3,153,Basmanski
Pushkinskaia,280000,12,1,1,0,4,67,Tverskoi
Krasnopresnenskaia,230000,12,1,1,0,4,67,Presnenski
Mezhdunarodnaia,320000,7,1,1,0,2,67,Presnenski
Mezhdunarodnaia,360000,7,1,1,0,2,67,Presnenski
Mezhdunarodnaia,340000,7,1,1,0,2,67,Presnenski
Mezhdunarodnaia,250000,7,1,1,0,2,67,Presnenski
Mezhdunarodnaia,647000,6,1,1,0,1,67,Presnenski
Lomonosovskii prospekt,200000,20,1,1,0,4,140,Ramenki
Kolomenskaia,150000,5,1,1,0,3,67,Nagatino-Sadovniki
Mezhdunarodnaia,300000,3,1,1,100,2,67,Presnenski
Chistye prudy,450000,6,1,1,0,5,67,Basmanski
Sokol,389000,13,1,1,0,3,160,Sokol
Pushkinskaia,1500000,11,1,1,0,6,346,Tverskoi
Sokol,470000,13,1,1,0,4,180,Sokol
Mezhdunarodnaia,600000,7,1,1,0,3,67,Presnenski
Novokuznetckaia,180000,11,1,1,0,1,67,Zamoskvoreche
Mezhdunarodnaia,320000,7,1,1,0,2,67,Presnenski
Minskaia,900000,16,1,1,0,3,67,Dorogomilovo
Maiakovskaia,250000,10,1,1,0,4,67,Tverskoi
Narodnoe Opolchenie,300000,16,1,1,0,3,67,Horoshevo-Mnevniki
Slavianskii bulvar,300000,18,1,1,0,5,280,Fili-Davidkovo
Arbatskaia,650000,11,1,1,0,4,150,Arbat
Maiakovskaia,210000,5,1,1,0,2,67,Tverskoi
Smolenskaia,297000,3,1,1,0,4,136,Arbat
Kropotkinskaia,2500000,6,1,1,0,4,5,Hamovniki
Sokol,394999,13,1,1,0,4,67,Sokol
Minskaia,300000,15,0,1,0,3,67,Dorogomilovo
Begovaia,399000,5,1,1,0,5,67,Presnenski
Pushkinskaia,1000000,6,1,1,0,3,127,Tverskoi
Tretiakovskaia,450000,5,1,1,0,3,158,Zamoskvoreche
Shabolovskaia,200000,8,1,1,0,3,125,Donskoi
Maiakovskaia,400000,3,1,1,0,3,137,Tverskoi
Slavianskii bulvar,150000,19,1,1,0,2,67,Fili-Davidkovo
Sukharevskaia,340000,6,1,1,0,4,168,Krasnoselski
Sokol,308999,13,1,1,0,3,67,Sokol
Borovitckaia,350000,5,1,1,0,4,160,Arbat
Ramenki,270000,15,1,1,0,3,67,Ramenki
Akademicheskaia,230000,11,1,1,0,3,110,Academicheskiy
Frunzenskaia,1200000,13,1,1,0,4,67,Hamovniki
Narodnoe Opolchenie,500000,21,0,1,0,6,67,Horoshevo-Mnevniki
Borovitckaia,350000,11,1,1,0,4,225,Arbat
Mezhdunarodnaia,190000,7,1,1,0,1,67,Presnenski
Mezhdunarodnaia,340000,7,1,1,0,2,67,Presnenski
Begovaia,65000,9,1,1,0,2,67,Presnenski
Mezhdunarodnaia,400000,7,1,1,0,2,67,Presnenski
Sokol,355000,13,1,1,0,3,67,Sokol
Mezhdunarodnaia,369000,7,1,1,0,2,67,Presnenski
Begovaia,65000,9,1,1,0,2,67,Presnenski
Mezhdunarodnaia,349000,7,1,1,0,2,67,Presnenski
Mezhdunarodnaia,269000,7,1,1,0,2,67,Presnenski
Tretiakovskaia,250000,5,1,1,0,4,150,Zamoskvoreche
Mezhdunarodnaia,650000,6,1,1,25,3,190,Presnenski
Novoslobodskaia,600000,8,1,1,0,5,67,Tverskoi
Minskaia,600000,14,1,1,0,3,67,Dorogomilovo
Mezhdunarodnaia,500000,2,1,1,0,3,67,Presnenski
Kropotkinskaia,350000,10,1,1,0,4,67,Hamovniki
Dmitrovskaia,150000,13,1,1,0,2,67,Butirski
Dinamo,220000,8,1,1,0,2,74,Aeroport
Turgenevskaia,480000,6,1,1,0,6,285,Krasnoselski
Minskaia,250000,15,0,1,0,3,125,Dorogomilovo
Solntcevo,95000,10,1,1,0,4,67,Solncevo
Turgenevskaia,100000,6,1,1,0,1,67,Krasnoselski
Minskaia,700000,15,0,1,0,3,67,Dorogomilovo
Kitai-gorod,800000,12,1,1,0,6,334,Tverskoi
Kropotkinskaia,500000,10,1,1,0,6,263,Hamovniki
Taganskaia,290000,7,1,1,0,4,190,Taganski
Lomonosovskii prospekt,270000,17,1,1,0,4,67,Ramenki
Shelepikha,250000,21,1,1,0,3,67,Presnenski
Maiakovskaia,150000,7,1,1,0,3,105,Tverskoi
Shabolovskaia,175000,8,1,1,0,4,115,Donskoi
Frunzenskaia,240000,6,1,1,0,3,100,Hamovniki
Novoslobodskaia,180000,5,1,1,0,3,80,Tverskoi
Smolenskaia,330000,10,1,1,0,2,67,Arbat
Novoslobodskaia,300000,10,1,1,0,3,140,Tverskoi
Shchukinskaia,320000,14,1,1,0,3,67,Shukino
Smolenskaia,250000,10,1,1,0,5,170,Arbat
Universitet,279000,8,1,1,0,4,200,Ramenki
Sokol,500000,13,1,1,0,5,222,Sokol
Mezhdunarodnaia,700000,6,1,1,0,3,184,Presnenski
Paveletckaia,70000,6,1,0,50,2,46,Zamoskvoreche
Smolenskaia,150000,9,1,1,0,2,62,Arbat
Begovaia,190000,5,1,1,0,3,92,Presnenski
Maiakovskaia,150000,3,1,1,0,4,90,Tverskoi
Krylatskoe,90000,28,0,0,0,2,67,Krylatskoe
Dinamo,70000,9,1,0,0,1,67,Aeroport
Liublino,40000,20,1,0,65,1,67,Lublino
Khovrino,115000,6,1,0,50,3,67,Hovrino
Nagornaia,33000,13,1,0,20,1,34,Nagorni
Chistye prudy,330000,10,1,1,0,4,178,Basmanski
Kropotkinskaia,400000,4,1,1,0,6,228,Hamovniki
Profsoiuznaia,250000,7,1,1,0,4,170,Academicheskiy
Slavianskii bulvar,250000,19,1,1,0,3,147,Fili-Davidkovo
Marksistskaia,340000,9,1,1,0,5,250,Taganski
Studencheskaia,180000,3,0,1,0,3,70,Dorogomilovo
Dinamo,190000,9,1,1,0,3,75,Aeroport
Pushkinskaia,1500000,11,1,1,0,6,347,Tverskoi
Chistye prudy,250000,10,1,1,0,4,122,Basmanski
Maiakovskaia,90000,11,1,1,50,2,36,Tverskoi
Arbatskaia,650000,11,1,1,0,4,150,Arbat
Narodnoe Opolchenie,300000,16,1,1,0,3,110,Horoshevo-Mnevniki
Barrikadnaia,250000,9,1,1,0,4,127,Presnenski
Kropotkinskaia,2500000,6,1,1,0,5,293,Hamovniki
Maiakovskaia,700000,7,1,1,0,3,260,Tverskoi
Shchukinskaia,250000,16,1,1,0,3,143,Shukino
Belorusskaia,450000,16,1,1,0,3,130,Tverskoi
Tretiakovskaia,350000,1,1,1,0,4,150,Zamoskvoreche
Chistye prudy,350000,9,1,1,0,4,130,Basmanski
Frunzenskaia,85000,4,1,1,0,1,30,Hamovniki
Park kultury,350000,7,1,1,0,3,150,Hamovniki
Shabolovskaia,180000,8,1,1,0,3,125,Donskoi
Trubnaia,330000,3,1,1,0,3,144,Meshanski
Chistye prudy,500000,6,1,1,0,5,200,Basmanski
Buninskaia Alleia,30000,4,0,0,70,1,67,Uznoe Butovo
Nekrasovka,49000,6,1,0,50,1,38,Nekrasovka
Begovaia,52500,10,1,1,0,1,67,Presnenski
Varshavskaia,90000,7,1,0,50,2,83,Moskvoreche-Saburovo
Fonvizinskaia,40000,13,1,0,0,1,38,Butirski
Seligerskaia,55000,13,0,1,0,2,60,Beskudnikovski
Khovrino,39000,32,0,1,0,2,67,Hovrino
Mitino,29000,46,0,1,50,1,35,Mitino
Fonvizinskaia,70000,3,1,1,50,2,63,Butirski
Nekrasovka,45000,3,1,0,50,1,40,Nekrasovka
Maiakovskaia,180000,4,1,1,50,2,80,Tverskoi
Kashirskaia,60000,14,1,0,50,1,40,Moskvoreche-Saburovo
Sokolniki,70000,11,1,0,50,2,48,Sokolniki
Verkhnie Likhobory,42000,10,1,1,0,1,67,Beskudnikovski
Nekrasovka,33000,13,1,1,50,1,1,Nekrasovka
Rechnoi vokzal,60000,14,1,0,50,2,60,Levoberegni
Botanicheskii sad,60000,2,1,0,50,1,67,Sviblovo
Planernaia,65000,15,1,0,50,2,72,Severnoe Tushino
Olkhovaia,52000,16,1,0,50,2,47,Sosenskoe
Fonvizinskaia,50000,3,1,0,50,2,53,Butirski
Solntcevo,50000,10,1,0,50,1,42,Solncevo
Konkovo,50000,13,0,0,0,1,67,Teplui Stan
Tcaritcyno,60000,16,0,0,50,2,66,Tcaritcyno
Avtozavodskaia,68500,10,1,1,0,2,67,Danilovski
Oktiabrskoe pole,45000,16,0,0,50,1,35,Shukino
Filatov Lug,37000,21,1,0,50,1,67,Sosenskoe
Novoslobodskaia,95000,10,1,0,50,3,72,Tverskoi
Preobrazhenskaia ploshchad,50000,19,1,0,50,2,45,Preobrazhenskoe
Ulitca Akademika Iangelia,65000,3,1,0,50,2,85,Certanovo Uznoe
Turgenevskaia,400000,5,1,0,0,5,200,Krasnoselski
Davydkovo,110000,16,0,0,50,2,67,Mojaiski
Seligerskaia,50000,13,0,0,60,2,67,Beskudnikovski
Belorusskaia,420000,7,1,0,0,4,67,Tverskoi
Alekseevskaia,110000,7,1,0,0,2,45,Alekseevski
Narodnoe Opolchenie,90000,14,1,0,0,3,78,Horoshevo-Mnevniki
Fili,70000,8,1,0,0,1,28,Filevskii Park
Rasskazovka,70000,13,0,0,50,2,64,Vnukovskoe
Dubrovka,38000,18,1,0,70,1,36,Uznoportovi
Dostoevskaia,97500,13,1,1,0,3,67,Tverskoi
Khovrino,47000,24,0,0,50,1,40,Hovrino
Profsoiuznaia,42000,17,1,1,0,1,67,Academicheskiy
Ulitca Starokachalovskaia,33000,15,1,1,60,1,67,Severnoe Butovo
Tcaritcyno,45000,8,1,0,50,1,33,Tcaritcyno
Khovrino,45000,38,0,0,70,3,78,Hovrino
Buninskaia Alleia,35000,14,0,0,60,1,42,Uznoe Butovo
Tulskaia,40000,7,1,1,80,1,43,Danilovski
Prospekt Vernadskogo,54500,7,1,1,0,1,67,Prospect Vernadskogo
Vodnyi stadion,65000,7,1,0,40,2,46,Golovinski
Salarevo,83500,12,1,1,0,1,67,Solncevo
Baumanskaia,60000,7,1,0,50,1,67,Basmanski
Okskaia,50000,14,1,0,50,1,40,Ryazanski
Ramenki,220000,15,1,0,50,3,90,Ramenki
Domodedovskaia,60000,17,1,0,50,1,42,Orehovo-Borisovo Uzhnoe
Novokuznetckaia,200000,10,1,0,0,4,142,Zamoskvoreche
Novogireevo,37000,11,0,0,50,1,67,Novogireevo
Iugo-Zapadnaia,50000,2,0,0,50,1,35,Troparevo-Nikulino
Seligerskaia,55000,17,0,0,100,2,67,Beskudnikovski
Botanicheskii sad,100000,16,1,0,50,2,63,Sviblovo
Prokshino,48000,15,0,0,100,1,42,Sosenskoe
Perovo,42000,10,0,0,50,1,35,Novogireevo
Iugo-Vostochnaia,40000,5,1,0,50,1,32,Vihino-Julebino
Kuntcevskaia,95000,12,1,0,50,2,140,Kuncevo
Fili,60000,2,1,0,0,1,67,Filevskii Park
Seligerskaia,50000,15,1,0,50,1,38,Beskudnikovski
Smolenskaia,100000,6,1,0,0,2,70,Arbat
Medvedkovo,52000,9,1,0,0,2,67,Severnoe Medvedkovo
Strogino,45000,7,1,0,0,1,39,Strogino
Filatov Lug,65000,27,0,0,30,3,105,Sosenskoe
Mezhdunarodnaia,300000,6,1,0,0,2,67,Presnenski
Shipilovskaia,35000,21,1,0,50,1,33,Zyablikovo
Tekstilshchiki,45000,20,1,0,50,1,37,Tekstilshchiki
Nekrasovka,33000,6,1,0,50,1,67,Nekrasovka
Baumanskaia,65000,5,1,0,50,1,37,Basmanski
Vodnyi stadion,55000,5,1,1,0,1,67,Golovinski
Otradnoe,49000,15,0,1,50,3,67,Otradnoe
Pervomaiskaia,50000,14,1,0,50,1,38,Izmailovo
Rimskaia,85000,11,1,0,50,2,53,Taganski
Khovrino,25000,17,0,0,80,1,67,Hovrino
Krestianskaia zastava,45000,13,1,0,50,1,41,Taganski
Otradnoe,43000,6,1,0,50,1,42,Otradnoe
Seligerskaia,65000,11,0,1,0,3,67,Beskudnikovski
Salarevo,54000,17,1,0,50,2,42,Solncevo
Oktiabrskoe pole,70000,2,1,0,50,2,66,Shukino
Davydkovo,100000,14,1,0,50,2,50,Mojaiski
Bratislavskaia,35000,12,1,0,50,1,67,Maruino
Marina Roshcha,60000,10,1,0,0,2,67,Maruina Rocha
Bulvar Rokossovskogo,48000,19,1,0,50,1,40,Bogorodskoe
Prazhskaia,38000,10,0,0,50,1,40,Certanovo Centralnoe
Mezhdunarodnaia,320000,5,1,0,0,3,67,Presnenski
Rasskazovka,55000,17,0,0,50,1,45,Vnukovskoe
Buninskaia Alleia,35000,19,0,0,30,1,67,Uznoe Butovo
Bratislavskaia,39500,11,1,1,0,1,67,Maruino
Bagrationovskaia,40000,5,1,0,0,1,37,Filevskii Park
TcSKA,90000,11,1,0,50,2,46,Horoshevski
Medvedkovo,50000,8,1,0,50,2,44,Severnoe Medvedkovo
Otradnoe,40000,15,1,0,50,2,45,Otradnoe
Fili,55000,10,1,0,50,1,40,Filevskii Park
Planernaia,48000,24,0,0,50,2,67,Severnoe Tushino
Alekseevskaia,50000,18,1,0,50,2,38,Alekseevski
Ulitca Akademika Iangelia,55000,9,1,0,50,2,51,Certanovo Uznoe
Preobrazhenskaia ploshchad,45000,18,1,0,50,1,67,Preobrazhenskoe
Novogireevo,55000,8,1,0,50,1,32,Novogireevo
Dmitrovskaia,50000,4,1,0,50,1,67,Butirski
Botanicheskii sad,58000,20,0,0,50,2,73,Sviblovo
Vladykino,48000,8,1,0,50,1,40,Otradnoe
Kievskaia,70000,11,1,0,0,1,67,Dorogomilovo
Iasenevo,54500,17,1,1,0,2,67,Yasenevo
Nekrasovka,30000,13,1,0,35,1,38,Nekrasovka
Prospekt Vernadskogo,62000,7,1,1,0,1,67,Prospect Vernadskogo
Varshavskaia,55000,7,1,0,50,1,42,Moskvoreche-Saburovo
Mendeleevskaia,85000,12,1,0,50,2,45,Tverskoi
Strogino,60000,22,1,0,0,2,2,Strogino
Beliaevo,43000,18,1,0,50,1,35,Konkovo
Prospekt Vernadskogo,49000,7,1,1,0,1,67,Prospect Vernadskogo
Mezhdunarodnaia,250000,5,1,0,0,2,67,Presnenski
Prokshino,20000,11,0,0,0,1,67,Sosenskoe
Salarevo,49000,17,1,1,0,1,67,Solncevo
Govorovo,50000,11,1,0,50,1,42,Solncevo
Buninskaia Alleia,60000,14,1,0,50,3,67,Uznoe Butovo
Mezhdunarodnaia,220000,6,1,0,0,2,67,Presnenski
Chertanovskaia,42000,11,1,0,50,1,40,Certanovo Severnoe
Park kultury,85000,11,1,0,0,3,67,Hamovniki
Cherkizovskaia,44000,17,1,0,50,1,37,Preobrazhenskoe
Skhodnenskaia,40000,9,1,0,100,1,67,Uznoe Tushino
Marina Roshcha,103000,17,1,1,0,1,67,Maruina Rocha
Bulvar Rokossovskogo,65000,19,1,0,50,2,40,Bogorodskoe
Smolenskaia,70000,7,1,0,50,1,67,Arbat
Dobryninskaia,110255,6,1,1,0,4,67,Zamoskvoreche
Fili,55000,18,0,0,30,1,67,Filevskii Park
Kuzminki,35000,11,1,0,50,2,44,Kuzminki
Ulitca 1905 goda,100000,10,1,0,0,3,75,Presnenski
Sukharevskaia,83000,7,1,0,0,1,67,Krasnoselski
Rasskazovka,45000,10,0,0,50,1,43,Vnukovskoe
Fonvizinskaia,60000,1,1,0,0,2,52,Butirski
Profsoiuznaia,69000,2,1,0,50,1,33,Academicheskiy
Shelepikha,58000,7,1,0,50,2,44,Presnenski
Marina Roshcha,70000,17,1,0,50,2,40,Maruina Rocha
Tcaritcyno,42000,3,0,0,50,1,57,Tcaritcyno
Otradnoe,32000,7,1,0,70,1,67,Otradnoe
VDNKh,57000,12,1,0,0,1,67,Ostankinski
Altufevo,47000,19,1,0,50,2,46,Bibirevo
Davydkovo,40000,15,1,0,0,1,38,Mojaiski
Novogireevo,54500,17,1,1,0,2,67,Novogireevo
Vladykino,45000,12,1,0,50,1,19,Otradnoe
Akademicheskaia,108500,18,1,1,0,2,67,Academicheskiy
Nakhimovskii prospekt,30000,12,0,0,35,1,28,Zuzino
Sukharevskaia,160000,6,1,0,0,3,67,Krasnoselski
Izmailovskaia,35000,14,0,0,50,1,30,Sokolinaya Gora
VDNKh,97000,13,1,1,0,2,67,Ostankinski
Mezhdunarodnaia,200000,2,1,0,0,2,67,Presnenski
Mezhdunarodnaia,180000,5,1,0,0,1,45,Presnenski
Iugo-Vostochnaia,50000,9,1,0,50,2,44,Vihino-Julebino
Riazanskii prospekt,45000,4,1,0,50,3,57,Ryazanski
Izmailovskaia,60000,13,1,0,50,1,39,Sokolinaya Gora
Profsoiuznaia,110000,4,1,0,0,3,80,Academicheskiy
Krestianskaia zastava,50000,8,1,0,50,1,33,Taganski
Narodnoe Opolchenie,50000,8,1,0,80,2,66,Horoshevo-Mnevniki
Bulvar Rokossovskogo,35000,15,0,0,80,2,67,Bogorodskoe
Ploshchad Ilicha,60000,10,1,0,0,1,67,Taganski
Elektrozavodskaia,59000,9,1,0,50,1,32,Sokolinaya Gora
Okruzhnaia,40000,11,1,0,40,1,67,Timiryazevski
Maiakovskaia,100000,9,1,0,0,2,67,Tverskoi
Tekstilshchiki,32280,9,1,1,0,1,67,Tekstilshchiki
Volgogradskii prospekt,165000,13,1,0,0,3,110,Uznoportovi
Pervomaiskaia,58000,12,1,0,0,3,67,Izmailovo
Salarevo,60000,12,1,0,50,2,57,Solncevo
Bibirevo,55000,7,1,0,50,2,46,Bibirevo
Butyrskaia,44000,16,1,0,50,1,40,Butirski
Baumanskaia,55000,3,1,0,50,2,1,Basmanski
Ulitca 1905 goda,90000,6,1,0,50,2,55,Presnenski
Ulitca Akademika Iangelia,37000,13,1,0,60,1,67,Certanovo Uznoe
Prospekt Mira,59000,6,1,1,50,2,67,Meshanski
Fili,85000,16,1,0,50,2,45,Filevskii Park
Liublino,60000,15,0,0,40,2,60,Lublino
Pervomaiskaia,52000,12,1,0,50,2,56,Izmailovo
VDNKh,64000,17,1,1,0,1,67,Ostankinski
Botanicheskii sad,70000,13,1,0,50,1,42,Sviblovo
Vodnyi stadion,60000,9,1,0,50,2,45,Golovinski
Nekrasovka,39000,6,1,0,50,1,41,Nekrasovka
Paveletckaia,55000,6,1,0,70,2,38,Zamoskvoreche
Bibirevo,60000,8,1,1,50,3,67,Bibirevo
Nakhimovskii prospekt,87000,15,1,1,0,2,67,Zuzino
Shipilovskaia,46000,10,1,1,50,2,67,Zyablikovo
Delovoi tcentr,44000,13,1,1,50,1,67,Presnenski
Liublino,70000,10,1,1,50,3,67,Lublino
Universitet,55000,7,1,1,50,1,67,Ramenki
Riazanskii prospekt,50000,7,1,1,50,2,67,Ryazanski
Tcaritcyno,72000,15,0,1,50,2,67,Tcaritcyno
Prospekt Mira,59000,8,1,1,50,2,67,Meshanski
Maiakovskaia,100000,12,1,1,50,1,67,Tverskoi
Nagatinskaia,40000,10,1,1,50,1,67,Nagorni
Petrovskii park,85000,13,1,1,45,2,67,Aeroport
Kommunarka,85000,16,1,1,50,2,67,Sosenskoe
Aviamotornaia,45000,10,1,1,50,1,67,Lefortovo
Olkhovaia,40000,16,0,1,50,1,67,Sosenskoe
Marino,65000,10,1,1,50,2,67,Maruino
Tekstilshchiki,45000,15,1,0,0,1,67,Tekstilshchiki
Nekrasovka,50000,13,1,0,50,2,46,Nekrasovka
Kakhovskaia,65000,7,1,0,50,1,50,Zuzino
Tekstilshchiki,34000,15,1,0,0,1,67,Tekstilshchiki
Pervomaiskaia,38000,17,1,0,50,1,38,Izmailovo
Ramenki,115000,6,1,0,50,2,67,Ramenki
Nizhegorodskaia,55000,13,1,0,50,1,67,Nizhegorodski
Shosse Entuziastov,44990,9,1,1,0,1,67,Perovo
Okskaia,55000,15,1,0,50,2,60,Ryazanski
Bulvar Admirala Ushakova,65000,8,1,0,50,3,76,Uznoe Butovo
Okskaia,45000,12,1,0,50,1,39,Ryazanski
Alma-Atinskaia,45000,13,1,0,50,1,39,Brateevo
Prazhskaia,35000,19,1,0,0,1,27,Certanovo Centralnoe
Mezhdunarodnaia,649999,6,1,1,0,3,67,Presnenski
Rechnoi vokzal,70000,10,1,0,50,1,50,Levoberegni
Fonvizinskaia,65000,9,1,0,50,2,58,Butirski
Krestianskaia zastava,70000,12,1,0,0,1,30,Taganski
Kommunarka,33000,9,1,1,50,1,67,Sosenskoe
Ulitca Akademika Iangelia,45000,19,1,1,0,2,62,Certanovo Uznoe
Kuntcevskaia,60000,7,1,1,30,1,37,Kuncevo
TcSKA,160000,17,1,0,0,3,67,Horoshevski
Salarevo,48000,15,1,0,50,1,46,Solncevo
Shabolovskaia,200000,9,1,1,100,4,67,Donskoi
Maiakovskaia,180000,4,1,1,50,3,67,Tverskoi
Krasnopresnenskaia,320000,10,1,1,3,2,67,Presnenski
Tretiakovskaia,350000,1,1,1,100,4,67,Zamoskvoreche
Strogino,48000,12,1,0,0,1,35,Strogino
Aviamotornaia,68000,2,1,0,50,2,68,Lefortovo
Nakhimovskii prospekt,50000,18,1,0,50,1,41,Zuzino
Otradnoe,62000,16,1,1,80,2,56,Otradnoe
Kommunarka,32000,26,0,1,60,1,39,Sosenskoe
Prospekt Mira,200000,6,1,1,0,3,113,Meshanski
Domodedovskaia,45000,17,1,1,50,1,35,Orehovo-Borisovo Uzhnoe
Sokol,150000,7,1,1,0,3,95,Sokol
Kurskaia,150000,9,1,1,0,2,58,Basmanski
Aviamotornaia,67000,19,1,1,50,1,67,Lefortovo
Tushinskaia,48000,17,1,1,60,2,52,Pokrovskoe-Streshnevo
Shelepikha,250000,5,1,1,0,3,80,Presnenski
Medvedkovo,52000,9,1,1,60,2,51,Severnoe Medvedkovo
Perovo,55000,12,1,1,70,3,57,Novogireevo
Okskaia,65000,19,1,1,50,2,59,Ryazanski
Babushkinskaia,50000,20,1,1,50,2,54,Babuskinski
Sokolniki,85000,5,1,1,50,3,65,Sokolniki
Buninskaia Alleia,51000,15,0,1,50,2,58,Uznoe Butovo
Avtozavodskaia,45000,5,1,1,50,1,58,Danilovski
Baumanskaia,65000,5,1,1,50,1,37,Basmanski
Kolomenskaia,50000,17,1,1,50,1,40,Nagatino-Sadovniki
Kuzminki,36000,11,1,1,100,2,34,Kuzminki
Botanicheskii sad,60000,2,1,1,50,1,67,Sviblovo
Dmitrovskaia,54000,10,1,1,50,1,36,Butirski
Liublino,65000,11,1,1,40,3,62,Lublino
Filatov Lug,35000,19,0,1,50,1,30,Sosenskoe
Novoperedelkino,55000,18,1,1,50,2,53,Novo-Peredelkino
Domodedovskaia,45000,11,1,1,50,1,40,Orehovo-Borisovo Uzhnoe
Universitet,95000,3,1,1,50,3,67,Ramenki
Tulskaia,100000,12,1,1,0,2,71,Danilovski
Novoperedelkino,50000,14,0,1,50,2,56,Novo-Peredelkino
Piatnitckoe shosse,45000,11,0,1,50,1,40,Mitino
Babushkinskaia,70000,15,1,1,60,3,77,Babuskinski
Skhodnenskaia,45000,7,1,1,50,2,43,Uznoe Tushino
Davydkovo,60000,19,1,1,50,2,60,Mojaiski
Dinamo,195000,6,1,1,0,3,89,Aeroport
Kolomenskaia,250000,12,0,1,0,3,110,Nagatino-Sadovniki
Marino,47000,13,1,1,40,1,45,Maruino
Serpukhovskaia,70000,3,1,1,50,1,39,Zamoskvoreche
Shabolovskaia,200000,8,1,1,0,3,125,Donskoi
Skhodnenskaia,50000,11,1,1,60,2,54,Uznoe Tushino
Kommunarka,45000,11,1,1,50,1,33,Sosenskoe
Liublino,70000,10,1,1,50,3,60,Lublino
Novoperedelkino,40000,5,1,1,50,1,39,Novo-Peredelkino
Sukharevskaia,200000,6,1,1,0,3,113,Krasnoselski
